CommitteeReferralComments,DeemedOn,CouncilPeriod,LegislationNumber,Subcategory,DocumentUrl,Modified,LegislationStatus,ShortTitle,Category,Id,LawNumber,CommitteeReferral,ActNumber,Deemed,IntroductionDate
,,22,PR22-0064,Emergency Declaration Resolution,http://lims.dccouncil.us/Download/37165/PR22-0064-Introduction.pdf,2017-03-02,Approved,Modifications to Contract No. DCJM-2014-C-0019 with Georgetown University Approval and Payment Authorization Emergency Declaration Resolution of 2017,Resolution,37165,,Retained by the Council,R22-0025,,2017-01-04
,,22,PR22-0068,Emergency Declaration Resolution,http://lims.dccouncil.us/Download/37244/PR22-0068-Introduction.pdf,2017-03-02,Approved,Modification to Contract No. DCJM-2016 E-0002 with Liberty Healthcare Corporation Approval and Payment Authorization Emergency Declaration Resolution of 2017,Resolution,37244,,Retained by the Council,R22-0024,,2017-01-13
,,22,PR22-0074,Emergency Declaration Resolution,http://lims.dccouncil.us/Download/37268/PR22-0074-Introduction.pdf,2017-03-02,Approved,"Modifications to Human Care Agreement No. DCRL-2013-H-0039I with Seraaj Family Homes, Inc. Approval and Payment Authorization Emergency Declaration Resolution of 2017",Resolution,37268,,Retained by the Council,R22-0023,,2017-01-23
,,22,PR22-0080,Emergency Declaration Resolution,http://lims.dccouncil.us/Download/37304/PR22-0080-Introduction.pdf,2017-03-02,Approved,"Modifications to Human Care Agreement No. DCRL-2013-H-0039C with PSI Family Services, Inc. Approval and Payment Authorization Emergency Declaration Resolution of 2017",Resolution,37304,,Retained by the Council,R22-0022,,2017-01-23
,,22,PR22-0079,Emergency Declaration Resolution,http://lims.dccouncil.us/Download/37302/PR22-0079-Introduction.pdf,2017-03-02,Approved,"Modifications to Human Care Agreement No. DCRL-2013-H-0039O with PSI Family Services, Inc. Approval and Payment Authorization Emergency Declaration Resolution of 2017",Resolution,37302,,Retained by the Council,R22-0021,,2017-01-23
,,22,PR22-0070,Emergency Declaration Resolution,http://lims.dccouncil.us/Download/37249/PR22-0070-Introduction.pdf,2017-03-02,Approved,Contract No. CFOPD-14-C-031 Extension Approval and Payment Authorization Emergency Declaration Resolution of 2017,Resolution,37249,,Retained by the Council,R22-0020,,2017-01-18
,,22,PR22-0040,Proposed Resolution,http://lims.dccouncil.us/Download/37126/PR22-0040-Introduction.pdf,2017-03-02,Approved,American Geophysical Union Revenue Bonds Project Approval Resolution of 2017,Resolution,37126,,Committee on Finance and Revenue,R22-0019,,2017-01-03
,,22,PR22-0104,Congressional Review Emer. Decl. Resolution,http://lims.dccouncil.us/Download/37368/PR22-0104-Introduction.pdf,2017-03-02,Approved,"H Street, N.E., Retail Priority Area Clarification Congressional Review Emergency Declaration Resolution of 2017",Resolution,37368,,Retained by the Council,R22-0015,,2017-02-07
,,22,PR22-0087,Congressional Review Emer. Decl. Resolution,http://lims.dccouncil.us/Download/37315/PR22-0087-Introduction.pdf,2017-03-02,Approved,Public School Nurse Assignment Congressional Review Emergency Declaration Resolution of 2017,Resolution,37315,,Retained by the Council,R22-0014,,2017-02-02
,,22,RC22-0020,Other,http://lims.dccouncil.us/Download/37522/RC22-0020-Introduction.pdf,2017-03-02,Under Council Review,Correspondence from the PSC - Report Pursuant to the Renewable Portfolio Standard Expansion Amendment Act of 2016,Report,37522,,,,,2017-03-02
,2017-05-31,22,PR22-0127,Proposed Resolution,http://lims.dccouncil.us/Download/37452/PR22-0127-Introduction.pdf,2017-03-02,Under Council Review,District of Columbia Water and Sewer Authority Board of Directors Ivan Frishberg Confirmation Resolution of 2017,Resolution,37452,,Committee on Transportation and the Environment,,Disapproved,2017-02-15
,2017-05-02,22,PR22-0125,Proposed Resolution,http://lims.dccouncil.us/Download/37450/PR22-0125-Introduction.pdf,2017-03-02,Under Council Review,Interagency Council on Homelessness Sue Ann Marshall Confirmation Resolution of 2017,Resolution,37450,,Committee on Human Services,,Approved,2017-02-15
,2017-04-08,22,PR22-0123,Proposed Resolution,http://lims.dccouncil.us/Download/37448/PR22-0123-Introduction.pdf,2017-03-02,Under Council Review,Commission on Asian and Pacific Island Community Development Koustubh Bagchi Confirmation Resolution of 2017,Resolution,37448,,Committee on Government Operations,,Approved,2017-02-15
,2017-04-08,22,PR22-0122,Proposed Resolution,http://lims.dccouncil.us/Download/37447/PR22-0122-Introduction.pdf,2017-03-02,Under Council Review,Commission on Asian and Pacific Island Community Development Benjamin Takai Confirmation Resolution of 2017,Resolution,37447,,Committee on Government Operations,,Approved,2017-02-15
,2017-04-08,22,PR22-0121,Proposed Resolution,http://lims.dccouncil.us/Download/37445/PR22-0121-Introduction.pdf,2017-03-02,Under Council Review,Commission on Asian and Pacific Island Community Development Karissa Barnett Confirmation Resolution of 2017,Resolution,37445,,Committee on Government Operations,,Approved,2017-02-15
,2017-04-08,22,PR22-0120,Proposed Resolution,http://lims.dccouncil.us/Download/37444/PR22-0120-Introduction.pdf,2017-03-02,Under Council Review,Board of Podiatry Michangelo Scruggs Confirmation Resolution of 2017,Resolution,37444,,Committee on Health,,Approved,2017-02-15
,2017-04-08,22,PR22-0119,Proposed Resolution,http://lims.dccouncil.us/Download/37443/PR22-0119-Introduction.pdf,2017-03-02,Under Council Review,Statewide Health Coordinating Council Marc Rankin Confirmation Resolution of 2017,Resolution,37443,,Committee on Health,,Approved,2017-02-15
,2017-04-08,22,PR22-0118,Proposed Resolution,http://lims.dccouncil.us/Download/37442/PR22-0118-Introduction.pdf,2017-03-02,Under Council Review,Statewide Health Coordinating Council Chioma Nwachukwu Confirmation Resolution of 2017,Resolution,37442,,Committee on Health,,Approved,2017-02-15
,2017-04-08,22,PR22-0117,Proposed Resolution,http://lims.dccouncil.us/Download/37441/PR22-0117-Introduction.pdf,2017-03-02,Under Council Review,Real Estate Commission Christine Warnke Confirmation Resolution of 2017,Resolution,37441,,Committee on Housing and Neighborhood Revitalization ,,Approved,2017-02-10
,2017-04-08,22,PR22-0116,Proposed Resolution,http://lims.dccouncil.us/Download/37440/PR22-0116-Introduction.pdf,2017-03-02,Under Council Review,Real Estate Commission Josephine Ricks Confirmation Resolution of 2017,Resolution,37440,,Committee on Housing and Neighborhood Revitalization ,,Approved,2017-02-10
,2017-04-08,22,PR22-0115,Proposed Resolution,http://lims.dccouncil.us/Download/37439/PR22-0115-Introduction.pdf,2017-03-02,Under Council Review,Board of Architecture and Interior Designers Barbara Jones Confirmation Resolution of 201,Resolution,37439,,Committee on Business and Economic Development,,Approved,2017-02-10
,2017-04-08,22,PR22-0114,Proposed Resolution,http://lims.dccouncil.us/Download/37438/PR22-0114-Introduction.pdf,2017-03-02,Under Council Review,Board of Dentistry Yolanda Josey-Baker Confirmation Resolution of 2017,Resolution,37438,,Committee on Health,,Approved,2017-02-10
,2017-04-08,22,PR22-0113,Proposed Resolution,http://lims.dccouncil.us/Download/37437/PR22-0113-Introduction.pdf,2017-03-02,Under Council Review,Board of Industrial Trades Khidhar Abdulshakur Confirmation Resolution of 2017,Resolution,37437,,Committee on Business and Economic Development,,Approved,2017-02-10
,2017-04-08,22,PR22-0112,Proposed Resolution,http://lims.dccouncil.us/Download/37436/PR22-0112-Introduction.pdf,2017-03-02,Under Council Review,Board of Marriage and Family Therapy William Boston Confirmation Resolution of 2017,Resolution,37436,,Committee on Health,,Approved,2017-02-10
,2017-04-08,22,PR22-0111,Proposed Resolution,http://lims.dccouncil.us/Download/37435/PR22-0111-Introduction.pdf,2017-03-02,Under Council Review,Board of Marriage and Family Therapy Sheila Holt Confirmation Resolution of 2017,Resolution,37435,,Committee on Health,,Approved,2017-02-10
,,22,IG22-0007,Inspector General,http://lims.dccouncil.us/Download/37519/IG22-0007-Introduction.pdf,2017-03-02,Under Council Review,"Not-For-Profit Hospital Corporation United Medical Center: Financial Statements and Management's Discussion and Analysis (with Report of Independent Public Accountants) for Fiscal Years Ended September 30,2016 and 2015",Report,37519,,,,,2017-03-02
,2017-05-31,22,PR22-0110,Proposed Resolution,http://lims.dccouncil.us/Download/37434/PR22-0110-Introduction.pdf,2017-03-02,Under Council Review,Commission on Human Rights Motoko Aizawa Confirmation Resolution of 2017,Resolution,37434,,Committee on Judiciary and Public Safety,,Disapproved,2017-02-10
,2017-04-08,22,PR22-0108,Proposed Resolution,http://lims.dccouncil.us/Download/37432/PR22-0108-Introduction.pdf,2017-03-02,Under Council Review,"Commission on Health Equity Ambrose Lane, Jr. Confirmation Resolution of 2017",Resolution,37432,,Committee on Health,,Approved,2017-02-10
,2017-04-08,22,PR22-0106,Proposed Resolution,http://lims.dccouncil.us/Download/37426/PR22-0106-Introduction.pdf,2017-03-02,Under Council Review,District of Columbia Boxing and Wrestling Commission Adam Weers Confirmation Resolution of 2017,Resolution,37426,,Committee on Business and Economic Development,,Approved,2017-02-13
,,22,B22-0130,Permanent Bill,http://lims.dccouncil.us/Download/37472/B22-0130-Introduction.pdf,2017-03-02,Under Council Review,Paid Leave Compensation Act of 2017,Bill,37472,,Committee of the Whole,,,2017-02-21
,,22,B22-0129,Permanent Bill,http://lims.dccouncil.us/Download/37471/B22-0129-Introduction.pdf,2017-03-02,Under Council Review,Street Harassment Prevention Act of 2017,Bill,37471,,Committee on Judiciary and Public Safety,,,2017-02-21
,,22,B22-0128,Permanent Bill,http://lims.dccouncil.us/Download/37470/B22-0128-Introduction.pdf,2017-03-02,Under Council Review,Jobs for District of Columbia Public School and Public Charter School Graduates Amendment Act of 2017,Bill,37470,,Committee on Labor and Workforce Development,,,2017-02-21
,,22,B22-0127,Permanent Bill,http://lims.dccouncil.us/Download/37469/B22-0127-Introduction.pdf,2017-03-02,Under Council Review,City Innovation Fund Re-Establishment Amendment Act of 2017,Bill,37469,,Committee of the Whole,,,2017-02-21
,,22,B22-0126,Permanent Bill,http://lims.dccouncil.us/Download/37468/B22-0126-Introduction.pdf,2017-03-02,Under Council Review,Tax on Wellness Repeal Act of 2017,Bill,37468,,Committee on Finance and Revenue,,,2017-02-21
,,22,B22-0125,Permanent Bill,http://lims.dccouncil.us/Download/37467/B22-0125-Introduction.pdf,2017-03-02,Under Council Review,Small Business Parking Permit Act of 2017,Bill,37467,,Committee on Transportation and the Environment,,,2017-02-21
,,22,B22-0124,Permanent Bill,http://lims.dccouncil.us/Download/37466/B22-0124-Introduction.pdf,2017-03-02,Under Council Review,DC Circulator Tech-Friendly Feasibility Study Act of 2017,Bill,37466,,Committee on Transportation and the Environment,,,2017-02-21
,,22,B22-0123,Permanent Bill,http://lims.dccouncil.us/Download/37465/B22-0123-Introduction.pdf,2017-03-02,Under Council Review,One License for One D.C. Amendment Act of 2017,Bill,37465,,Committee on Transportation and the Environment,,,2017-02-21
,,22,B22-0122,Permanent Bill,http://lims.dccouncil.us/Download/37464/B22-0122-Introduction.pdf,2017-03-02,Under Council Review,Mobile DMV Act of 2017,Bill,37464,,Committee on Transportation and the Environment,,,2017-02-21
,,22,B22-0121,Permanent Bill,http://lims.dccouncil.us/Download/37463/B22-0121-Introduction.pdf,2017-03-02,Under Council Review,Disabled Veterans Homestead Exemption Act of 2017,Bill,37463,,Committee on Finance and Revenue,,,2017-02-21
,,22,CER22-0033,Ceremonial Resolution,http://lims.dccouncil.us/Download/37414/CER22-0033-Introduction.pdf,2017-03-02,Approved,Shirley Rivens Smith 75th Birthday Recognition Resolution of 2017,Resolution,37414,,Retained by the Council,ACR22-0033,,2017-02-06
,,22,CER22-0032,Ceremonial Resolution,http://lims.dccouncil.us/Download/37413/CER22-0032-Introduction.pdf,2017-03-02,Approved,Thelma Doris Spriggs Fagan Hyman 100th Birthday Recognition Resolution of 2017,Resolution,37413,,Retained by the Council,ACR22-0032,,2017-02-06
,,22,CER22-0031,Ceremonial Resolution,http://lims.dccouncil.us/Download/37412/CER22-0031-Introduction.pdf,2017-03-02,Approved,William T. Fauntroy Recognition Resolution of 2017,Resolution,37412,,Retained by the Council,ACR22-0031,,2017-02-06
,,22,CER22-0030,Ceremonial Resolution,http://lims.dccouncil.us/Download/37411/CER22-0030-Introduction.pdf,2017-03-02,Approved,150th Anniversary of Howard University Ceremonial Resolution of 2017,Resolution,37411,,Retained by the Council,ACR22-0030,,2017-02-06
,,22,CER22-0029,Ceremonial Resolution,http://lims.dccouncil.us/Download/37410/CER22-0029-Introduction.pdf,2017-03-02,Approved,Go-Go Fitness LLC 5th Anniversary Recognition Resolution of 2017,Resolution,37410,,Retained by the Council,ACR22-0029,,2017-02-06
,,22,CER22-0028,Ceremonial Resolution,http://lims.dccouncil.us/Download/37409/CER22-0028-Introduction.pdf,2017-03-01,Approved,Community Association Day Recognition Resolution of 2017,Resolution,37409,,Retained by the Council,ACR22-0028,,2017-02-06
,,22,CER22-0027,Ceremonial Resolution,http://lims.dccouncil.us/Download/37408/CER22-0027-Introduction.pdf,2017-03-01,Approved,National Wear Red Day Recognition Resolution of 2017,Resolution,37408,,Retained by the Council,ACR22-0027,,2017-02-06
,,22,CER22-0026,Ceremonial Resolution,http://lims.dccouncil.us/Download/37407/CER22-0026-Introduction.pdf,2017-03-01,Approved,Teen Dating Violence Awareness and Prevention Month Recognition Resolution of 2017,Resolution,37407,,Retained by the Council,ACR22-0026,,2017-02-06
,,22,CER22-0025,Ceremonial Resolution,http://lims.dccouncil.us/Download/37406/CER22-0025-Introduction.pdf,2017-03-01,Approved,Rebecca Frye Gatorade Washington DC Volleyball Player of the Year Ceremonial Recognition Resolution of 2017,Resolution,37406,,Retained by the Council,ACR22-0025,,2017-02-06
,,22,CER22-0024,Ceremonial Resolution,http://lims.dccouncil.us/Download/37405/CER22-0024-Introduction.pdf,2017-03-01,Approved,St. John's College High School Boys Varsity Wrestling Team Ceremonial Recognition resolution of 2017 ,Resolution,37405,,Retained by the Council,ACR22-0024,,2017-02-06
,,22,CER22-0023,Ceremonial Resolution,http://lims.dccouncil.us/Download/37404/CER22-0023-Introduction.pdf,2017-03-01,Approved,National Boy Scouts Day Ceremonial Recognition Resolution of 2017,Resolution,37404,,Retained by the Council,ACR22-0023,,2017-02-06
,,22,CER22-0022,Ceremonial Resolution,http://lims.dccouncil.us/Download/37403/CER22-0022-Introduction.pdf,2017-03-01,Approved,Woody Ward Recognition Resolution of 2017,Resolution,37403,,Retained by the Council,ACR22-0022,,2017-02-03
,,22,CER22-0021,Ceremonial Resolution,http://lims.dccouncil.us/Download/37402/CER22-0021-Introduction.pdf,2017-03-01,Approved,The Greater Washington Urban League Recognition Resolution of 2017,Resolution,37402,,Retained by the Council,ACR22-0021,,2017-02-03
,,22,PR22-0066,Proposed Resolution,http://lims.dccouncil.us/Download/37202/PR22-0066-Introduction.pdf,2017-03-01,Approved,District of Columbia Auditor Kathleen Patterson Reappointment Resolution of 2017,Resolution,37202,,Committee of the Whole,R22-0018,,2017-01-10
,,22,B22-0010,Emergency Bill,http://lims.dccouncil.us/Download/37163/B22-0010-Introduction.pdf,2017-03-01,Enacted,Modifications to Human Care Agreement No. DCJM-2014-H-0006-01 Approval and Payment Authorization Emergency Act of 2017,Bill,37163,,Retained by the Council,A22-0007,,2017-01-04
,,22,B22-0007,Emergency Bill,http://lims.dccouncil.us/Download/37138/B22-0007-Introduction.pdf,2017-03-01,Enacted,Modifications to Human Care Agreement No. CW29940 with The WIN Team LLC Approval and Payment Authorization Emergency Act of 2017,Bill,37138,,Retained by the Council,A22-0006,,2017-01-04
,,22,B22-0004,Emergency Bill,http://lims.dccouncil.us/Download/37132/B22-0004-Introduction.pdf,2017-03-01,Enacted,Local Rent Supplement Program Contract No. 2014-LRSP-07-02A Approval and Authorization Emergency Act of 2017,Bill,37132,,Retained by the Council,A22-0005,,2017-01-03
,2017-05-01,22,PR22-0146,Proposed Resolution,,2017-03-01,Under Council Review,Board of Pharmacy Tamara McCants Confirmation Resolution of 2017,Resolution,37513,,Committee on Health,,Approved,2017-02-28
,2017-05-01,22,PR22-0145,Proposed Resolution,http://lims.dccouncil.us/Download/37512/PR22-0145-Introduction.pdf,2017-03-01,Under Council Review,Board of Pharmacy Alan Steven Friedman Confirmation Resolution of 2017,Resolution,37512,,Committee on Health,,Approved,2017-02-28
,2017-04-08,22,PR22-0096,Proposed Resolution,http://lims.dccouncil.us/Download/37340/PR22-0096-Introduction.pdf,2017-02-28,Under Council Review,Not-for-Profit Hospital Corporation Board of Directors LaRuby Z. May Confirmation Resolution of 2017,Resolution,37340,,Committee on Health,,Approved,2017-02-06
,2017-06-14,22,PR22-0143,Proposed Resolution,http://lims.dccouncil.us/Download/37509/PR22-0143-Introduction.pdf,2017-02-28,Under Council Review,District of Columbia Water and Sewer Authority Board of Directors David Franco Confirmation Resolution of 2017,Resolution,37509,,Committee on Transportation and the Environment,,Disapproved,2017-02-24
,2017-05-01,22,PR22-0142,Proposed Resolution,http://lims.dccouncil.us/Download/37508/PR22-0142-Introduction.pdf,2017-02-28,Under Council Review,Real Estate Commission Frank Pietranton Confirmation Resolution of 2017,Resolution,37508,,Committee on Housing and Neighborhood Revitalization ,,Approved,2017-02-24
,2017-05-01,22,PR22-0141,Proposed Resolution,http://lims.dccouncil.us/Download/37507/PR22-0141-Introduction.pdf,2017-02-28,Under Council Review,Board of Social Work Velva Spriggs Confirmation Resolution of 2017,Resolution,37507,,Committee on Health,,Approved,2017-02-24
,2017-05-01,22,PR22-0140,Proposed Resolution,http://lims.dccouncil.us/Download/37506/PR22-0140-Introduction.pdf,2017-02-28,Under Council Review,Board of Social Work Selerya Moore Confirmation Resolution of 2017,Resolution,37506,,Committee on Health,,Approved,2017-02-24
,,22,RC22-0019,Other,http://lims.dccouncil.us/Download/37502/RC22-0019-Introduction.pdf,2017-02-27,Under Council Review,Correspondence from the Mayor - FEMS Misconduct Allegations and Grievances Report for FY 2016,Report,37502,,,,,2017-02-27
,,22,HR22-0003,Oversight Hearing Record,,2017-02-27,Under Council Review,"Public Oversight Roundtable: ""Sentencing in the District of Columbia: Agency Roles and Responsibilities""",Oversight Hearing Record,37501,,Committee on Judiciary and Public Safety,,,2017-02-09
,,22,B22-0134,Emergency Bill,http://lims.dccouncil.us/Download/37498/B22-0134-Introduction.pdf,2017-02-27,Under Council Review,"Modifications to Contract No. CW20202 with Lucky Dog, LLC Approval and Payment Authorization Emergency Act of 2017",Bill,37498,,Retained by the Council,,,2017-02-23
,,22,PR22-0138,Emergency Declaration Resolution,http://lims.dccouncil.us/Download/37497/PR22-0138-Introduction.pdf,2017-02-27,Under Council Review,"Modifications to Contract No. CW20202 with Lucky Dog, LLC Approval and Payment Authorization Emergency Declaration Resolution of 2017",Resolution,37497,,Retained by the Council,,,2017-02-23
,2017-02-22,22,REPROG22-0012,Reprogramming,,2017-02-24,Deemed Approved,"Request to reprogram $115,000 of Paygo Capital Funds Budget Authority and Allotment from the Washington Metropolitan Area Transit Authority to the Office of the Chief Medical Examiner ",Reprogramming,37386,,Retained by the Council,,Approved,2017-02-07
,2017-02-22,22,REPROG22-0011,Reprogramming,http://lims.dccouncil.us/Download/37385/REPROG22-0011-Introduction.pdf,2017-02-24,Deemed Approved,"Request to reprogram $19,100 of Capital Funds Budget Authority and Allotment from the Department of General Services to the Local Funds Budget of the Department of General Services through Reverse Pay-As-You-Go Capital Funds ",Reprogramming,37385,,Retained by the Council,,Approved,2017-02-07
,2017-02-22,22,REPROG22-0010,Reprogramming,http://lims.dccouncil.us/Download/37384/REPROG22-0010-Introduction.pdf,2017-02-24,Deemed Approved,"Request to reprogram $1,250,000 of Special Purpose Revenue Funds Budget Authority within the Department of Energy and Environment ",Reprogramming,37384,,Retained by the Council,,Approved,2017-02-07
,2017-02-22,22,REPROG22-0009,Reprogramming,http://lims.dccouncil.us/Download/37383/REPROG22-0009-Introduction.pdf,2017-02-24,Deemed Approved,"Request to reprogram $150,000 of Capital Funds Budget Authority and Allotment from the Department of General Services to the Local Funds Budget of the Department of General Services through Reverse Pay-As-You-Go Capital Funds ",Reprogramming,37383,,Retained by the Council,,Approved,2017-02-07
,2017-02-22,22,REPROG22-0008,Reprogramming,http://lims.dccouncil.us/Download/37382/REPROG22-0008-Introduction.pdf,2017-02-24,Deemed Approved,"Request to reprogram $2,738,739 of Special Purpose Revenue Funds Budget Authority within the Department of Housing and Community Development ",Reprogramming,37382,,Retained by the Council,,Approved,2017-02-07
,2017-02-22,22,GBM22-0015,Grant Budget Modification,http://lims.dccouncil.us/Download/37374/GBM22-0015-Introduction.pdf,2017-02-24,Deemed Approved,"FY 2017 Grant Budget Modifications of February 1, 2017",Grant Budget Modification,37374,,Retained by the Council,,Approved,2017-02-07
,2017-02-22,22,GBM22-0014,Grant Budget Modification,http://lims.dccouncil.us/Download/37373/GBM22-0014-Introduction.pdf,2017-02-24,Deemed Approved,"FY 2017 Grant Budget Modifications of January 31, 2017",Grant Budget Modification,37373,,Retained by the Council,,Approved,2017-02-07
,2017-02-22,22,GBM22-0013,Grant Budget Modification,http://lims.dccouncil.us/Download/37372/GBM22-0013-Introduction.pdf,2017-02-24,Deemed Approved,"FY 2017 Grant Budget Modifications of January 27, 2017",Grant Budget Modification,37372,,Retained by the Council,,Approved,2017-02-07
,2017-02-22,22,GBM22-0012,Grant Budget Modification,http://lims.dccouncil.us/Download/37371/GBM22-0012-Introduction.pdf,2017-02-24,Deemed Approved,"FY 2017 Grant Budget Modifications of January 26, 2017",Grant Budget Modification,37371,,Retained by the Council,,Approved,2017-02-07
,2017-02-18,22,CA22-0024,Contract,http://lims.dccouncil.us/Download/37381/CA22-0024-Introduction.pdf,2017-02-24,Deemed Approved,"Proposed contract with R&R Janitorial, Painting, and Building (""R&R"") ",Contract,37381,,Retained by the Council,,Approved,2017-02-07
,2017-02-18,22,CA22-0023,Contract,http://lims.dccouncil.us/Download/37380/CA22-0023-Introduction.pdf,2017-02-24,Deemed Approved,"Proposed contract with Coakley & Williams Construction, Inc. ",Contract,37380,,Retained by the Council,,Approved,2017-02-07
,2017-02-18,22,CA22-0022,Contract,http://lims.dccouncil.us/Download/37379/CA22-0022-Introduction.pdf,2017-02-24,Deemed Approved,Proposed contract with Copper River Information Technology ,Contract,37379,,Retained by the Council,,Approved,2017-02-07
,2017-02-18,22,CA22-0020,Contract,,2017-02-24,Deemed Approved,Proposed contract with Clean Team Janitorial Service ,Contract,37377,,Retained by the Council,,Approved,2017-02-07
,2017-02-18,22,CA22-0021,Contract,http://lims.dccouncil.us/Download/37378/CA22-0021-Introduction.pdf,2017-02-24,Deemed Approved,Proposed contract with Infosys Public Services (IPS) ,Contract,37378,,Retained by the Council,,Approved,2017-02-07
,2017-02-18,22,CA22-0019,Contract,http://lims.dccouncil.us/Download/37376/CA22-0019-Introduction.pdf,2017-02-24,Deemed Approved,"Proposed contract with R&R Janitorial, Painting, and Building (""R&R"") ",Contract,37376,,Retained by the Council,,Approved,2017-02-07
,2017-02-18,22,CA22-0018,Contract,http://lims.dccouncil.us/Download/37375/CA22-0018-Introduction.pdf,2017-02-24,Deemed Approved,"Proposed contract modification to exercise Option Year Four (4) with VCare, LLC ",Contract,37375,,Retained by the Council,,Approved,2017-02-07
,,22,B22-0091,Permanent Bill,http://lims.dccouncil.us/Download/37318/B22-0091-Introduction.pdf,2017-02-24,Under Council Review,Ebenezer Court Designation Act of 2017,Bill,37318,,Committee of the Whole,,,2017-01-30
,,22,B22-0059,Permanent Bill,http://lims.dccouncil.us/Download/37252/B22-0059-Introduction.pdf,2017-02-24,Under Council Review,McGill Alley Designation Act of 2017,Bill,37252,,Committee of the Whole,,,2017-01-18
,,22,B22-0056,Permanent Bill,http://lims.dccouncil.us/Download/37247/B22-0056-Introduction.pdf,2017-02-24,Under Council Review,Duvall Court Designation Act of 2017,Bill,37247,,Committee of the Whole,,,2017-01-17
,,22,B22-0053,Permanent Bill,http://lims.dccouncil.us/Download/37241/B22-0053-Introduction.pdf,2017-02-24,Under Council Review,Glick Court Designation Act of 2017,Bill,37241,,Committee of the Whole,,,2017-01-11
,,22,B22-0103,Permanent Bill,http://lims.dccouncil.us/Download/37356/B22-0103-Introduction.pdf,2017-02-24,Under Council Review,Non-Traditional Child Care Needs Evaluation Act of 2017,Bill,37356,,Committee on Education,,,2017-02-07
,,22,B22-0076,Permanent Bill,http://lims.dccouncil.us/Download/37277/B22-0076-Introduction.pdf,2017-02-24,Under Council Review,District of Columbia Child Development Facilities Expansion Amendment Act of 2017,Bill,37277,,Committee on Education,,,2017-01-24
,,22,B22-0050,Permanent Bill,http://lims.dccouncil.us/Download/37209/B22-0050-Introduction.pdf,2017-02-24,Under Council Review,Child Development Facilities Regulations Amendment Act of 2017,Bill,37209,,Committee on Education,,,2017-01-10
,,22,B22-0026,Permanent Bill,http://lims.dccouncil.us/Download/37182/B22-0026-Introduction.pdf,2017-02-24,Under Council Review,Early Learning Equity in Funding Amendment Act of 2017,Bill,37182,,Committee on Education,,,2017-01-10
,2017-02-13,22,PR22-0107,Proposed Resolution,,2017-02-23,Deemed Approved,Apprenticeship Council Courtland Cox Confirmation Resolution of 2016,Resolution,37430,,Committee on Labor and Workforce Development,,Approved,2017-01-02
,2017-01-09,22,PR22-0035,Proposed Resolution,http://lims.dccouncil.us/Download/37121/PR22-0035-Introduction.pdf,2017-02-23,Deemed Approved,Science Advisory Board Dr. Jeanne Jordan Confirmation Resolution of 2016,Resolution,37121,,Committee on Judiciary and Public Safety,,Approved,2017-01-02
,2017-02-13,22,PR22-0033,Proposed Resolution,http://lims.dccouncil.us/Download/37116/PR22-0033-Introduction.pdf,2017-02-23,Deemed Approved,Board of Nursing Vera Mayer Confirmation Resolution of 2016,Resolution,37116,,Committee on Health,,Approved,2017-01-02
,2017-02-13,22,PR22-0032,Proposed Resolution,http://lims.dccouncil.us/Download/37115/PR22-0032-Introduction.pdf,2017-02-23,Deemed Approved,Board of Professional Counseling Victoria Sardi-Brown Confirmation Resolution of 2016,Resolution,37115,,Committee on Health,,Approved,2017-01-02
,2017-02-17,22,PR22-0031,Proposed Resolution,http://lims.dccouncil.us/Download/37114/PR22-0031-Introduction.pdf,2017-02-23,Deemed Approved,Department of Corrections Good Time Credits Approval Resolution of 2016,Resolution,37114,,Committee on Judiciary and Public Safety,,Approved,2017-01-02
,2017-01-30,22,PR22-0029,Proposed Resolution,http://lims.dccouncil.us/Download/37112/PR22-0029-Introduction.pdf,2017-02-23,Deemed Approved,Board of Barber and Cosmetology Mr. Sharon Young Confirmation Resolution of 2016,Resolution,37112,,Committee on Business and Economic Development,,Approved,2017-01-02
,2017-01-30,22,PR22-0028,Proposed Resolution,http://lims.dccouncil.us/Download/37111/PR22-0028-Introduction.pdf,2017-02-23,Deemed Approved,Board of Barber and Cosmetology Mr. Mark Willis Confirmation Resolution of 2016,Resolution,37111,,Committee on Business and Economic Development,,Approved,2017-01-02
,2017-01-30,22,PR22-0027,Proposed Resolution,http://lims.dccouncil.us/Download/37110/PR22-0027-Introduction.pdf,2017-02-23,Deemed Approved,Board of Barber and Cosmetology Mr. Anwar Saleem Confirmation Resolution of 2016,Resolution,37110,,Committee on Business and Economic Development,,Approved,2017-01-02
,2017-01-30,22,PR22-0026,Proposed Resolution,http://lims.dccouncil.us/Download/37109/PR22-0026-Introduction.pdf,2017-02-23,Deemed Approved,Board of Barber and Cosmetology Mr. Jared Scott Confirmation Resolution of 2016,Resolution,37109,,Committee on Business and Economic Development,,Approved,2017-01-02
,2017-01-31,22,PR22-0025,Proposed Resolution,http://lims.dccouncil.us/Download/37108/PR22-0025-Introduction.pdf,2017-02-23,Deemed Approved,Marijuana for Medical Treatment Possession Limits Increase Rulemaking Approval Resolution of 2016,Resolution,37108,,Committee on Health,,Approved,2017-01-02
,2017-01-19,22,PR22-0007,Proposed Resolution,,2017-02-23,Deemed Approved,Director of the Office of Returning Citizens Affairs Brian Ferguson Confirmation Resolution of 2017,Resolution,37090,,Committee on Housing and Neighborhood Revitalization ,,Approved,2017-01-02
